class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
0,0.5993518233299255,0.6103399991989136,-0.040206361562013626,0.999516487121582,0.6067459583282471,0.5889570713043213,-0.028664354234933853,0.9990811347961426,0.606404185295105,0.58646160364151,-0.028746601194143295,0.9992954730987549,0.6060649752616882,0.5838891267776489,-0.028700169175863266,0.9992306232452393,0.6064254641532898,0.5884839296340942,-0.06413376331329346,0.9993878602981567,0.6057479381561279,0.5855457186698914,-0.06415475159883499,0.9995768666267395,0.6049872040748596,0.5824691653251648,-0.06409197300672531,0.9995393753051758,0.5951343178749084,0.5647205710411072,0.04671518877148628,0.99905925989151,0.5939452648162842,0.565158486366272,-0.11411283165216446,0.9990717172622681,0.5876840353012085,0.6106047630310059,-0.008959089405834675,0.9965304732322693,0.5872840881347656,0.6093136668205261,-0.055805958807468414,0.9981076717376709,0.5324853658676147,0.5802600979804993,0.16723880171775818,0.9988993406295776,0.5394911766052246,0.603524386882782,-0.20171959698200226,0.9997372031211853,0.5322778224945068,0.7217211127281189,0.20186945796012878,0.5097638368606567,0.5388550758361816,0.7862783670425415,-0.2626594603061676,0.9944462776184082,0.5485824942588806,0.8459256291389465,0.09687463194131851,0.5281572937965393,0.561914324760437,0.9419180154800415,-0.22442761063575745,0.9911031723022461,0.5635049343109131,0.8492196202278137,0.09360959380865097,0.5811870098114014,0.5822756290435791,0.955872654914856,-0.26723721623420715,0.9850921034812927,0.567329466342926,0.8559173345565796,0.05302947014570236,0.5930697917938232,0.5868036150932312,0.9402700066566467,-0.23722131550312042,0.9845889210700989,0.5614444613456726,0.8595913648605347,0.07626176625490189,0.5972611308097839,0.5777585506439209,0.9358335137367249,-0.21355557441711426,0.9755058288574219,0.38075578212738037,0.6518024206161499,0.12337221205234528,0.9989044666290283,0.3760102093219757,0.6714407205581665,-0.12309924513101578,0.9991388320922852,0.4027785658836365,0.8698282241821289,0.17541326582431793,0.3529791235923767,0.39913761615753174,0.9247891902923584,-0.16400957107543945,0.9822207093238831,0.2878205478191376,0.8410143256187439,0.27790793776512146,0.6604507565498352,0.26694992184638977,0.8889380693435669,-0.01411432959139347,0.9875384569168091,0.2795860469341278,0.7970210313796997,0.287026584148407,0.7770647406578064,0.2589758038520813,0.848301351070404,0.006229128688573837,0.9787604212760925,0.24094447493553162,0.8819146156311035,0.2853637635707855,0.7492461800575256,0.21382589638233185,0.9148094058036804,0.0464208722114563,0.9798746705055237
0,0.599316418170929,0.609218418598175,-0.06693072617053986,0.9995272755622864,0.6065059304237366,0.5886526703834534,-0.05384935811161995,0.9990970492362976,0.6061304807662964,0.5862870216369629,-0.0539269857108593,0.9993076920509338,0.6057310104370117,0.5837737321853638,-0.05388351529836655,0.9992454648017883,0.6061938405036926,0.5880472660064697,-0.08966834843158722,0.9993952512741089,0.6055006384849548,0.5851492285728455,-0.08968668431043625,0.9995832443237305,0.6047061681747437,0.582072377204895,-0.08960358798503876,0.9995447993278503,0.5945472121238708,0.564409613609314,0.03101654350757599,0.9990849494934082,0.5934152603149414,0.5647680163383484,-0.13066686689853668,0.999093234539032,0.587205708026886,0.6087704300880432,-0.03169475495815277,0.9966219663619995,0.5869696140289307,0.60701984167099,-0.07883496582508087,0.9981558918952942,0.5303776264190674,0.5778074264526367,0.16499537229537964,0.9989657998085022,0.5390835404396057,0.6003990769386292,-0.21406574547290802,0.9997507333755493,0.5311698913574219,0.7219131588935852,0.19352854788303375,0.5118198394775391,0.5385518074035645,0.7825303673744202,-0.2668086886405945,0.994439423084259,0.5485482811927795,0.8459380269050598,0.08931930363178253,0.5312796235084534,0.5619667172431946,0.9402140974998474,-0.23065638542175293,0.991464376449585,0.563613772392273,0.8488851189613342,0.08821640908718109,0.5847418308258057,0.5822475552558899,0.9552416205406189,-0.2762337923049927,0.9857614636421204,0.5676656365394592,0.8552082777023315,0.046126678586006165,0.5963125228881836,0.5866988897323608,0.9392209649085999,-0.24330632388591766,0.9852713942527771,0.5619372725486755,0.8588166832923889,0.06857015192508698,0.5996406674385071,0.5777347087860107,0.9338395595550537,-0.218857079744339,0.9764798879623413,0.3807193636894226,0.6513878107070923,0.12374619394540787,0.998921811580658,0.3762591779232025,0.6714510321617126,-0.12347499281167984,0.9991573095321655,0.40242329239845276,0.8691633343696594,0.183089941740036,0.3693327009677887,0.39936789870262146,0.9241610169410706,-0.1579890102148056,0.9831736087799072,0.28786689043045044,0.8343726396560669,0.2992643713951111,0.6748287081718445,0.26814374327659607,0.888315737247467,-0.013084408827126026,0.9883627891540527,0.27884504199028015,0.7955091595649719,0.310170978307724,0.784906268119812,0.25930139422416687,0.846885085105896,0.006662637926638126,0.9799216389656067,0.24576358497142792,0.8743194341659546,0.3113679885864258,0.7590702772140503,0.2162892073392868,0.9122324585914612,0.04387921467423439,0.9810001850128174
0,0.5991955995559692,0.6085259318351746,-0.06320750713348389,0.9995284676551819,0.6061707139015198,0.5881584882736206,-0.050823092460632324,0.999091625213623,0.6057744026184082,0.5858168005943298,-0.05090134218335152,0.9993075132369995,0.605333685874939,0.5832535028457642,-0.05086584761738777,0.9992460012435913,0.6058807969093323,0.5876505374908447,-0.08670883625745773,0.9993877410888672,0.6051977872848511,0.5848363041877747,-0.08672896772623062,0.9995810985565186,0.6044040322303772,0.5817974209785461,-0.08664663881063461,0.9995387196540833,0.5939589738845825,0.5634870529174805,0.030229192227125168,0.9991003274917603,0.5930127501487732,0.5643830895423889,-0.1317913681268692,0.9990960955619812,0.586816668510437,0.6075642704963684,-0.02949322760105133,0.9966760873794556,0.5867577195167542,0.6058565974235535,-0.07671666890382767,0.9981825351715088,0.5295096635818481,0.5765091776847839,0.16225208342075348,0.9990302920341492,0.5384916663169861,0.5991008281707764,-0.21619579195976257,0.9997615218162537,0.5310646295547485,0.7230098247528076,0.18782871961593628,0.518387496471405,0.5382571220397949,0.781410276889801,-0.26829585433006287,0.9944184422492981,0.5485725998878479,0.845940887928009,0.08538641035556793,0.5390413999557495,0.5620102882385254,0.939582884311676,-0.23264434933662415,0.9917898178100586,0.5638720989227295,0.848589301109314,0.08469099551439285,0.5921980738639832,0.5822480916976929,0.95462965965271,-0.2786652147769928,0.986375093460083,0.5680582523345947,0.8548415303230286,0.04247841238975525,0.6034289002418518,0.5866383910179138,0.9381876587867737,-0.2450300008058548,0.9858942627906799,0.5623528361320496,0.8584352135658264,0.06482480466365814,0.6060264110565186,0.5777097940444946,0.9327557682991028,-0.2206074446439743,0.9773744940757751,0.38073527812957764,0.651405394077301,0.12374603748321533,0.9989453554153442,0.37627100944519043,0.671711802482605,-0.12347479909658432,0.9991763234138489,0.4024215638637543,0.8691192865371704,0.18432675302028656,0.3822478652000427,0.39965465664863586,0.9240782260894775,-0.1547968089580536,0.9839534163475037,0.2879062294960022,0.8325181603431702,0.30201297998428345,0.6864808201789856,0.27006223797798157,0.8878445029258728,-0.011623287573456764,0.9890686869621277,0.278195321559906,0.7951087951660156,0.3131203055381775,0.7910177111625671,0.259855180978775,0.8457691669464111,0.007695596665143967,0.9809061288833618,0.2479666769504547,0.8729699850082397,0.31525281071662903,0.7671962976455688,0.2193397581577301,0.9108304977416992,0.04380975291132927,0.9819502234458923
0,0.5990639925003052,0.6077638268470764,-0.06821989268064499,0.9995253682136536,0.6058672070503235,0.5874085426330566,-0.05554573982954025,0.9990770220756531,0.6054615378379822,0.5850999355316162,-0.055627502501010895,0.9993024468421936,0.6049955487251282,0.5825115442276001,-0.05559958145022392,0.9992384910583496,0.60558021068573,0.5869627594947815,-0.09167525172233582,0.9993722438812256,0.6049021482467651,0.5842142105102539,-0.09169626981019974,0.9995750188827515,0.6041035056114197,0.5812034010887146,-0.09161625802516937,0.9995258450508118,0.5933353304862976,0.562458336353302,0.026545871049165726,0.9991127848625183,0.5925517082214355,0.5637179613113403,-0.13660268485546112,0.9990900754928589,0.5864971876144409,0.6064958572387695,-0.0341481938958168,0.9966994524002075,0.5865272283554077,0.6049144268035889,-0.0817166119813919,0.9981874823570251,0.5288522839546204,0.5750647187232971,0.15807268023490906,0.9990873336791992,0.5378135442733765,0.5979790687561035,-0.21937835216522217,0.9997692704200745,0.5307868719100952,0.7236431837081909,0.1837916076183319,0.5240637063980103,0.5379253625869751,0.7803027629852295,-0.27212241291999817,0.9943507313728333,0.5487507581710815,0.8460856080055237,0.0816437378525734,0.5454754829406738,0.5626864433288574,0.9396019577980042,-0.2390785962343216,0.9920792579650879,0.5643638372421265,0.8485821485519409,0.08091387152671814,0.5985745787620544,0.5827351808547974,0.9546291828155518,-0.2860088646411896,0.9869233965873718,0.5687078237533569,0.854839563369751,0.0385604128241539,0.6095450520515442,0.5870019197463989,0.9382017254829407,-0.25218287110328674,0.9864528179168701,0.5630363821983337,0.8584364056587219,0.06108508259057999,0.6114212870597839,0.578173041343689,0.9327916502952576,-0.22713375091552734,0.9781509041786194,0.38063177466392517,0.6513555645942688,0.12369824945926666,0.998968780040741,0.3762649893760681,0.6717106699943542,-0.12342797219753265,0.9991921186447144,0.4024219512939453,0.8690812587738037,0.18452134728431702,0.39263373613357544,0.4000643789768219,0.9237038493156433,-0.15500709414482117,0.9845139384269714,0.2881084680557251,0.8317021727561951,0.30181771516799927,0.694395899772644,0.2714075446128845,0.8875238299369812,-0.009792802855372429,0.9895737767219543,0.2778932750225067,0.7949416041374207,0.31299227476119995,0.7946946620941162,0.2602488398551941,0.8447213172912598,0.009687108919024467,0.9816003441810608,0.24984340369701385,0.8726196885108948,0.3157784342765808,0.7721235752105713,0.22178737819194794,0.9095691442489624,0.04570430889725685,0.9825493097305298
0,0.5990687608718872,0.6070989966392517,-0.07670339941978455,0.99953693151474,0.605862557888031,0.5868068933486938,-0.06358557194471359,0.9990994334220886,0.6054566502571106,0.5845369696617126,-0.06367030739784241,0.9993187189102173,0.6049901247024536,0.5819228887557983,-0.06364864856004715,0.9992581009864807,0.6055780649185181,0.5863574743270874,-0.09952066838741302,0.999384343624115,0.6049019694328308,0.5836272835731506,-0.09954269975423813,0.9995831251144409,0.6041046380996704,0.5805731415748596,-0.09946189820766449,0.9995331764221191,0.5933123826980591,0.5614791512489319,0.02077479287981987,0.9991453886032104,0.5925421714782715,0.5628013014793396,-0.1415972262620926,0.9991121888160706,0.5864689350128174,0.6057053804397583,-0.041834644973278046,0.9968143105506897,0.5865111351013184,0.6040562391281128,-0.0891478881239891,0.9982476234436035,0.5287802219390869,0.5742501616477966,0.15307973325252533,0.9991464018821716,0.5373743176460266,0.596956193447113,-0.22239065170288086,0.999778151512146,0.5308131575584412,0.7237792015075684,0.1789567917585373,0.531608521938324,0.5377659201622009,0.7800968885421753,-0.2752723693847656,0.9943114519119263,0.5493922829627991,0.8458865880966187,0.07617293298244476,0.5544523596763611,0.5633670091629028,0.9398813247680664,-0.24471017718315125,0.9923721551895142,0.565231442451477,0.8485828638076782,0.07499164342880249,0.6070387363433838,0.583177387714386,0.9547015428543091,-0.292500764131546,0.987449049949646,0.5696284174919128,0.8548443913459778,0.03230387344956398,0.6176600456237793,0.5873756408691406,0.9384427666664124,-0.2587515711784363,0.9869900941848755,0.5639674663543701,0.8583968877792358,0.05547156184911728,0.6186689734458923,0.5786296725273132,0.9331672787666321,-0.23291869461536407,0.9789031744003296,0.3805585503578186,0.6513439416885376,0.12328939139842987,0.9990047216415405,0.3762528598308563,0.6717087030410767,-0.12302412837743759,0.9992161989212036,0.40256649255752563,0.86897212266922,0.18675652146339417,0.4028739333152771,0.40079960227012634,0.9234117865562439,-0.15346118807792664,0.9848754405975342,0.28853681683540344,0.8315110802650452,0.3069872260093689,0.7007452845573425,0.2730531096458435,0.8871195316314697,-0.002161550335586071,0.9899153113365173,0.27790161967277527,0.7944679856300354,0.31856364011764526,0.7973628044128418,0.2611074149608612,0.8440465927124023,0.01797911711037159,0.9820560812950134,0.25058692693710327,0.8721723556518555,0.3221646249294281,0.775969386100769,0.2235606610774994,0.9084416627883911,0.05537772178649902,0.9829084277153015
0,0.6002262830734253,0.6061429381370544,-0.0767180472612381,0.999545156955719,0.6066603064537048,0.5855936408042908,-0.06324298679828644,0.9991133213043213,0.6061748266220093,0.5833318829536438,-0.06332775205373764,0.999332845211029,0.6056134700775146,0.580647349357605,-0.06330359727144241,0.9992730021476746,0.6063957810401917,0.5852925777435303,-0.09984753280878067,0.9993890523910522,0.6056506633758545,0.5826629996299744,-0.09987037628889084,0.9995884895324707,0.6047803163528442,0.5796342492103577,-0.09979037195444107,0.9995344877243042,0.5934820771217346,0.5605035424232483,0.021914612501859665,0.9991745352745056,0.5927696228027344,0.5620434880256653,-0.1433793008327484,0.9991269111633301,0.5871246457099915,0.6051615476608276,-0.04161283001303673,0.9969010353088379,0.5871921181678772,0.603703498840332,-0.08983214944601059,0.998288094997406,0.5287224054336548,0.5736123323440552,0.1539534628391266,0.9991981983184814,0.5373544692993164,0.5969898104667664,-0.22521349787712097,0.9997843503952026,0.5308198928833008,0.7239974737167358,0.17964112758636475,0.5359401702880859,0.5377420783042908,0.7802111506462097,-0.27968043088912964,0.9942421913146973,0.5495796203613281,0.8463676571846008,0.07662661373615265,0.5606667399406433,0.5635820031166077,0.9402775168418884,-0.24904008209705353,0.9925784468650818,0.5654458403587341,0.8487905859947205,0.07550226897001266,0.6132464408874512,0.5833899974822998,0.9549226760864258,-0.29719847440719604,0.9878401756286621,0.5699226260185242,0.8550019264221191,0.03283321112394333,0.6236914396286011,0.5875980854034424,0.9387580156326294,-0.26282891631126404,0.9873858690261841,0.5642665028572083,0.8585807681083679,0.055878203362226486,0.6238037347793579,0.5789292454719543,0.9337272644042969,-0.23706945776939392,0.9794312119483948,0.3804868161678314,0.6515254378318787,0.12351085245609283,0.9990277886390686,0.3762570917606354,0.6719681620597839,-0.12323914468288422,0.9992291927337646,0.402749627828598,0.8689558506011963,0.18750658631324768,0.4105769991874695,0.40150564908981323,0.9233623147010803,-0.1542082130908966,0.9851863980293274,0.28885549306869507,0.8307332992553711,0.3072010576725006,0.7063045501708984,0.2744418680667877,0.885733962059021,-0.0028340632561594248,0.9902304410934448,0.2780343294143677,0.7928653955459595,0.31871527433395386,0.7999677658081055,0.2623855173587799,0.8410501480102539,0.017357278615236282,0.9825000166893005,0.25048595666885376,0.871405303478241,0.3219760060310364,0.7791802287101746,0.2235877513885498,0.9077921509742737,0.05494502931833267,0.9832068085670471
0,0.6004798412322998,0.605908989906311,-0.08269163221120834,0.9995543360710144,0.6068943738937378,0.5853610634803772,-0.06875897943973541,0.9991322159767151,0.6064111590385437,0.5831323266029358,-0.06884057819843292,0.9993473887443542,0.6058437824249268,0.5804451704025269,-0.06881000101566315,0.9992897510528564,0.6066614985466003,0.585116446018219,-0.10568632930517197,0.9993984699249268,0.605944812297821,0.5825571417808533,-0.10570983588695526,0.9995953440666199,0.6051002144813538,0.5795613527297974,-0.10563044250011444,0.9995406866073608,0.5936752557754517,0.5600988268852234,0.01887930929660797,0.999199390411377,0.593082845211029,0.5618165135383606,-0.14808739721775055,0.9991464018821716,0.5872975587844849,0.6050185561180115,-0.04665255919098854,0.9969834685325623,0.5874274373054504,0.6036420464515686,-0.09534133225679398,0.9983341097831726,0.5286843180656433,0.5727763772010803,0.1535596400499344,0.9992382526397705,0.5373778939247131,0.597015917301178,-0.2297472059726715,0.9997902512550354,0.5307479500770569,0.7234581112861633,0.17933328449726105,0.5353139638900757,0.5377723574638367,0.7802549004554749,-0.2856081426143646,0.9942428469657898,0.5497655868530273,0.8463460206985474,0.07563077658414841,0.5608256459236145,0.5640473961830139,0.9411848187446594,-0.2549448609352112,0.9927894473075867,0.5655285716056824,0.8487871885299683,0.07459419965744019,0.6143660545349121,0.5839155316352844,0.9556075930595398,-0.3037663400173187,0.9882117509841919,0.5700926780700684,0.8549893498420715,0.03165752813220024,0.6245974898338318,0.5880917310714722,0.9394153356552124,-0.26851022243499756,0.9877598285675049,0.5644770860671997,0.8585283160209656,0.05469055846333504,0.6238863468170166,0.5794498920440674,0.9346371293067932,-0.24265393614768982,0.9799208641052246,0.3804856240749359,0.6515392065048218,0.12382730096578598,0.9990352988243103,0.376364529132843,0.6721240282058716,-0.1235477551817894,0.9992340803146362,0.4028334617614746,0.868651270866394,0.189897358417511,0.420640230178833,0.4017358422279358,0.9230756759643555,-0.154702827334404,0.9855573177337646,0.28925350308418274,0.82981938123703,0.3120916187763214,0.7131028771400452,0.27469295263290405,0.885325014591217,-0.001826756983064115,0.9905773401260376,0.2781158685684204,0.7920542359352112,0.3238834738731384,0.8034263253211975,0.2626717686653137,0.8407478928565979,0.018460620194673538,0.9829793572425842,0.25101205706596375,0.8709277510643005,0.3266488015651703,0.7835716009140015,0.22311070561408997,0.9078949093818665,0.054832495748996735,0.9835929870605469
0,0.6010245680809021,0.6057214140892029,-0.081393301486969,0.9995608925819397,0.6075624227523804,0.5850953459739685,-0.06763911247253418,0.9991464018821716,0.6070777177810669,0.5828742384910583,-0.06771982461214066,0.9993579387664795,0.6065021753311157,0.5801677703857422,-0.0676887109875679,0.9993029236793518,0.6073798537254333,0.5849560499191284,-0.10482706874608994,0.9994051456451416,0.6066983342170715,0.5824729204177856,-0.10485047101974487,0.9995999336242676,0.6058859825134277,0.5795227289199829,-0.10477253049612045,0.9995447397232056,0.5943080186843872,0.5595464706420898,0.019534308463335037,0.9992182850837708,0.5938801765441895,0.5616040825843811,-0.1486561894416809,0.99916011095047,0.5876060128211975,0.6049736142158508,-0.04545456916093826,0.9970403909683228,0.5878452062606812,0.6036665439605713,-0.09447897970676422,0.9983640909194946,0.5287227034568787,0.5723022818565369,0.15443605184555054,0.9992729425430298,0.5376988649368286,0.5970041751861572,-0.23061196506023407,0.9997948408126831,0.530754566192627,0.7238256931304932,0.18088877201080322,0.5331966876983643,0.5380373001098633,0.7812801599502563,-0.28538691997528076,0.9941843152046204,0.550040602684021,0.8464303016662598,0.07648295909166336,0.5598360896110535,0.5648440718650818,0.9419664144515991,-0.25289902091026306,0.9929583668708801,0.5658658146858215,0.8488020300865173,0.07556302100419998,0.6144821047782898,0.5846449136734009,0.9558840990066528,-0.3012700080871582,0.9885367751121521,0.5705031752586365,0.8550131916999817,0.03265385702252388,0.6245313286781311,0.5886491537094116,0.939674973487854,-0.2660817801952362,0.9880872964859009,0.5648760795593262,0.8585472702980042,0.05549440532922745,0.6232810020446777,0.5799909830093384,0.9351373314857483,-0.24054181575775146,0.980339527130127,0.38052332401275635,0.6515341997146606,0.12438318878412247,0.9990441203117371,0.37673425674438477,0.6722709536552429,-0.12410300970077515,0.9992380142211914,0.40283364057540894,0.8678852319717407,0.19113971292972565,0.4283721446990967,0.40199774503707886,0.9230788350105286,-0.1549125611782074,0.9858858585357666,0.28927305340766907,0.8299413919448853,0.3135414123535156,0.7196666598320007,0.27471375465393066,0.8853132724761963,-0.0024206468369811773,0.9909376502037048,0.27812549471855164,0.792037308216095,0.3253088593482971,0.8067563772201538,0.2626771628856659,0.8408523797988892,0.017747756093740463,0.9834491610527039,0.25077706575393677,0.871135950088501,0.327192485332489,0.7878527641296387,0.22281546890735626,0.9079759120941162,0.05471227318048477,0.9840182065963745
0,0.6037081480026245,0.6057275533676147,-0.08622240275144577,0.9995713233947754,0.6100622415542603,0.5850022435188293,-0.07146908342838287,0.999170184135437,0.6094492673873901,0.5828381180763245,-0.07155375182628632,0.9993776082992554,0.6087580919265747,0.580175518989563,-0.07152213156223297,0.9993237853050232,0.6099763512611389,0.5848211646080017,-0.10982467979192734,0.999416172504425,0.6092429757118225,0.5823954343795776,-0.1098489761352539,0.99960857629776,0.6083695292472839,0.5794990062713623,-0.10976845026016235,0.9995515942573547,0.5961218476295471,0.5595720410346985,0.01941642537713051,0.9992465972900391,0.5956421494483948,0.5615208148956299,-0.15359851717948914,0.9991814494132996,0.5897061824798584,0.605117678642273,-0.04878971725702286,0.9971227645874023,0.5898861289024353,0.6038638353347778,-0.09934165328741074,0.9984020590782166,0.5291913747787476,0.5720000863075256,0.15527886152267456,0.9993132948875427,0.5382804274559021,0.5970519781112671,-0.23743927478790283,0.9997986555099487,0.5312632322311401,0.7261053919792175,0.1818000227212906,0.5338980555534363,0.5386841297149658,0.7844914793968201,-0.2942489683628082,0.9941791296005249,0.5510401129722595,0.8476893305778503,0.07405226677656174,0.5631722807884216,0.5668536424636841,0.942973256111145,-0.2619278132915497,0.9931721687316895,0.5672564506530762,0.8492681980133057,0.07236377149820328,0.6186193823814392,0.5861786603927612,0.9561852216720581,-0.3120116591453552,0.9889206886291504,0.572091281414032,0.8556315302848816,0.028457999229431152,0.6286242604255676,0.5901297330856323,0.940075695514679,-0.27731871604919434,0.9884812235832214,0.5665358304977417,0.8594210147857666,0.052453987300395966,0.6267200112342834,0.581795334815979,0.9356585741043091,-0.24981455504894257,0.9808647632598877,0.38070276379585266,0.6510921716690063,0.1270398497581482,0.999070405960083,0.3773263394832611,0.672048807144165,-0.12674982845783234,0.9992504715919495,0.4030858874320984,0.8666279315948486,0.19747522473335266,0.43807825446128845,0.4038159251213074,0.9228897094726562,-0.15545105934143066,0.9863619804382324,0.289602667093277,0.8301169276237488,0.32121461629867554,0.7271900177001953,0.27499330043792725,0.8850703835487366,-0.00044827148667536676,0.9912968277931213,0.278278112411499,0.791912317276001,0.33302056789398193,0.8110358119010925,0.26307857036590576,0.8402693867683411,0.020008083432912827,0.9839350581169128,0.25099098682403564,0.8711993098258972,0.33341851830482483,0.7928732633590698,0.22280852496623993,0.9083063006401062,0.05449540540575981,0.9844548106193542
0,0.605116069316864,0.6057614088058472,-0.08399241417646408,0.9995731711387634,0.6113890409469604,0.5850076675415039,-0.06938347220420837,0.9991793632507324,0.610750138759613,0.5828518271446228,-0.069466732442379,0.9993868470191956,0.6100569367408752,0.5802278518676758,-0.06943592429161072,0.9993335604667664,0.6113914251327515,0.5848354697227478,-0.1079462543129921,0.9994164109230042,0.6106968522071838,0.5824316740036011,-0.10797303915023804,0.9996100068092346,0.6098899841308594,0.5796058177947998,-0.10789723694324493,0.9995501637458801,0.5976744890213013,0.5595884323120117,0.020646436139941216,0.9992626905441284,0.5975674390792847,0.5615435838699341,-0.15358664095401764,0.9991899132728577,0.5911293029785156,0.6053310632705688,-0.04694754257798195,0.9971686005592346,0.5914607048034668,0.6042014956474304,-0.09777357429265976,0.9984221458435059,0.5306757688522339,0.5720607042312622,0.15653252601623535,0.9993481636047363,0.5393938422203064,0.597429633140564,-0.23904862999916077,0.999800980091095,0.5315673351287842,0.7266789078712463,0.18254454433918,0.5336613655090332,0.539094090461731,0.7846630811691284,-0.2983302175998688,0.99416184425354,0.5520204901695251,0.8486654758453369,0.07205827534198761,0.565291702747345,0.5680699348449707,0.9431896805763245,-0.26734042167663574,0.9933419823646545,0.5682708024978638,0.8497511148452759,0.07009802013635635,0.6217707395553589,0.5876164436340332,0.9562227725982666,-0.3180622160434723,0.9892221093177795,0.5730366110801697,0.8561537265777588,0.02583164907991886,0.6317686438560486,0.5914503335952759,0.9400837421417236,-0.2830544412136078,0.9887895584106445,0.5674863457679749,0.8600982427597046,0.05020853132009506,0.6293228268623352,0.5831140875816345,0.9357626438140869,-0.2551814913749695,0.9812527894973755,0.38106799125671387,0.6510201096534729,0.1283905953168869,0.9990856647491455,0.37815335392951965,0.6720567345619202,-0.12809142470359802,0.9992532134056091,0.4036521315574646,0.8666178584098816,0.19850268959999084,0.4444847106933594,0.4051474630832672,0.9229669570922852,-0.159433051943779,0.9866849780082703,0.29088953137397766,0.8302461504936218,0.3210650086402893,0.731684684753418,0.27579548954963684,0.8853369951248169,-0.00059398083249107,0.9914931654930115,0.2799692749977112,0.7919319272041321,0.3327774703502655,0.8132023811340332,0.264558345079422,0.8403922915458679,0.020089438185095787,0.9841510653495789,0.2510533630847931,0.8712658286094666,0.33346787095069885,0.7954007983207703,0.22335782647132874,0.9084163308143616,0.054668672382831573,0.9846085906028748
